id,Date,NumberOfSubjects,Fatal,SubjectArmed,SubjectRace,SubjectGender,SubjectAge,NatureOfStop,NumberOfShots,NumberOfOfficers,OfficerRace,OfficerGender,Department,FullNarrative,City,Notes
3503790,NA,1,F,Y,L,M,20,Traffic Stop,2,1,W,M,Phoenix Police Department,"Subject passed out behind the wheel blocking traffic, upon PD making contact, subject pulled out a gun and was shot by the officer.",Phoenix,NA
2671913,NA,1,F,Y,L,M,40,NA,NA,1,W,M,Houston Police Department,"HPD officers conducted a traffic stop in Harris County that originated within the city limits of Houston.  The suspect ignored officer commands, yelled obscenities, and grabbed a gun.  In fear of his life, the officer shot and killed the suspect.",Houston,NA
760791,NA,1,F,Y,W,M,27,NA,NA,1,U,U,Metro Nashville Police Department,Fugitive suspect turned toward officers with gun in hand during foot pursuit. Officer fired and fatally struck suspect.,Nashville,NA
2931735,NA,1,N,N,B,M,29,Traffic stop; firearm; car chase,1,5,NA,M;M;U;M;M,San Francisco Police Department,http://sfdistrictattorney.org/sites/default/files/FileCenter/Documents/320-19th%20%26%20Travel%20St..pdf,San Francisco,No hits
1116329,1/2/2011,1,N,N,U,U,U,Suspicious activity / patrol,NA,1,H,F,San Antonio Police Department,NA,San Antonio,NA
94852,NA,1,F,Y,U,M,U,Call For Service,NA,2,U,U,Philadelphia Police Department,"On 6/17/11, at 10:18 PM, uniformed officers were investigating a domestic disturbance in the 7900 block of Rugby Street, when the offender (the brother of the female complainant) arrived in his personal vehicle. The offender attempted to approach the male involved in the disturbance and had to be physically restrained by police and other civilians at the scene. The offender was wearing a firearm in a holster, and the officers asked him if he had a “permit-to-carry”. The offender indicated that he did and continued efforts to reach the male involved in the disturbance. The officers instructed the offender to place his hands on the patrol vehicle, and the offender pulled his firearm from the holster and raised the weapon. The officer discharged his weapon, striking the offender. The offender was transported to Albert Einstein Hospital where he was pronounced. The offender’s 9mm handgun was recovered loaded with nine live rounds at the scene.",Philadelphia,NA
4682265,NA,1,N,U,B,M,0-19,NA,NA,1,B,M,Chicago Police Department,NA,Chicago,Firearm Discharge - No Hits
4113737,NA,1,N,Y,B,M,U,NA,2,1,L,M,Milwaukee Police Department,starts on page 77,Milwaukee,2 shots fired by PO; 1 hit (to the left wrist); also used OC spray; firearm
1320968,NA,1,F,Y,W,M,21,Weapons posession; firearm; home invasion,20,4,U;U;U;U,M;M;M;M,Las Vegas Metropolitan Police Department,https://www.lvmpd.com/en-us/InternalOversightConstitutionalPolicing/Documents/Fatal%20OIS/FIT_Report_110223-4594_Padilla.PDF,LasVegas,NA
3942203,NA,1,N,N,U,M,23,NA,NA,1,NA,M,Miami-Dade Police Department,NA,MiamiDade,NA
2149679,9/1/2010,1,N,Y,B,U,U,NA,NA,3,W;W;W,U,Prince George's County Police Department,"Units from District III were in the area of LOI dealing with a large number of juveniles.  Several of the units became involved in a short pursuit of the citizen's vehicle down Pennsylvania Avenue.  The vehicle had been seen in the area where units had been deployed to deal with problem juveniles.  Officer followed the vehicle northbound.  Officer attempted to stop the vehicle, without success.  The vehicle sped down Pennsylvania Avenue and attempted to get onto I-95 by using the northbound entrance ramp.  The citizen lost control of the vehicle, drove off the roadway and crashed into the fence surrounding the Murry's Steak Warehouse.  The involved citizen and witness #1 exited the vehicle and climbed over a fence into the warehouse parking lot.  Officers also climbed the fence and pursued citizen and witness #1.  As officers were pursuing them, the citizen turned and fired one round back in the direction of the officers.  The involved citizen continued to run and rounded the corner of the building.  The citizen took refuge behind an air conditioning unit on the side of the warehouse that paralleled Penn-Randel Place.  Officer remained in his vehicle during the foot pursuit and drove onto Penn-Randel Place.  He was able to position his vehicle to prevent the citizen from fleeing further down the road.  Officers both came around the corner and confronted the citizen.  The citizen came up from behind the barriers that surrounded the A/C unit an d pointed his weapon.  The officer discharged their weapons at the citizen.",PrinceGeorgesCounty,No hits.
466908,9/1/2015,1,N,Y,U,M,U,NA,NA,1,W,M,Albuquerque Police Department,NA,Albuquerque,NA
4730053,7/8/1905,1,U,U,U,U,U,NA,NA,NA,NA,U,Miami-Dade Police Department,NA,MiamiDade,Investigation pending. DAs' office data
1118201,4/7/2011,1,F,Y,L,M,54,weapons posession; firearm; suicide,4,4,U;U;U;U,M;F;M;F,Las Vegas Metropolitan Police Department,https://www.lvmpd.com/en-us/InternalOversightConstitutionalPolicing/Documents/Fatal%20OIS/FIT_Report_110704-5637_Silva.PDF,LasVegas,NA
688060,NA,1,F,Y,L,M,18,Suspicious behavior,5,1,H,M,Dallas Police Department,http://dallaspolice.net/reports/OIS/narrative/2014/OIS_2014_206124-2014.pdf,Dallas,NA
3516850,NA,1,N,U,L,M,20-29,NA,NA,1,W,M,Chicago Police Department,NA,Chicago,Firearm Discharge - No Hits
351756,7/3/1905,1,U,NA,U,U,U,NA,NA,NA,U,U,Detroit Police Department,NA,Detroit,NA
497681,7/5/1905,1,N,N,B,M,40,NA,2,1,U,U,New York Police Department,NA,New York,CUTTING INSTRUMENT
3238367,NA,1,F,NA,B,M,31,NA,NA,3,W;W;W,M;M;M,Columbus Police Department,Mr. W was shot multiple times and died as a result of those wounds.,Columbus,"Shooting, non-fatal"
2309321,NA,1,F,N,B,M,24,"Car chase, Drugs",5,2,W;U,M;M,St. Louis Metro Police Department,"Stockley first shot at Smith's car in a Church’s Chicken parking lot at Thekla Avenue and Riverview Boulevard after, police said, Smith reached for something in his car and drove toward the officers. Smith sped away and the chase began, ending in a crash about a mile away. Stockley then shot Smith five times after, Stockley contends, he again saw Smith reach for something. Police said they found heroin and a gun in Smith's vehicle. Smith was taken to a hospital, where he was pronounced dead.",St. Louis,"Motor Vehicle, Source: https://www.scribd.com/document/358991374/Court-document-Jason-Stockley-found-not-guilty-of-murder#from_embed"
1624793,3/5/2014,1,N,N,L,M,24,Trespassing,1,1,W,M,Phoenix Police Department,"Ofc's responded to trespassing. Contact SP and get into foot pursuit.  Based on info provided by complainants Ofc thought SP had a gun. SP suddenly stops, bends over, stands up with raised arm. Ofc discharged weapon - believed SP was going to shoot partner. SP threw rocks. Per family, sp suffers from mental illness",Phoenix,Other - Rocks
3437155,1/1/2011,1,F,Y,B,M,U,new year's eve patrol,9,1,L,M,City of Miami Police Department,NA,City of Miami,NA
865090,NA,1,F,Y,W,M,U,NA,NA,1,W,M,Albuquerque Police Department,NA,Albuquerque,NA
1540369,NA,1,F,U,L,M,U,NA,NA,2,H;H,M;M,Los Angeles Police Department,NA,LosAngeles,Hit
1546687,NA,1,F,Y,W,M,34,Suspicious Person,>/=20,3,W;W;H,M;M;M,Austin Police Department,"Officers responded to a call regarding a suspicious person looking into cars in an apartment complex. Officers arrived but were unable to locate the subject. Officers later responded to a second call regarding the same subject. The subject was located, but fled and a foot pursuit ensued. The subject did not comply with officer's orders to stop and show his hands and was subsequently tased. The subject fell to the ground but still failied to comply with orders to show his hands, retrieved a concealed handgun and fired multiple rounds at officers. Officers returned fire, striking the subject. While still not complying with verbal commands, less lethal rounds were used to incapacitate the subject and take control of his weapon. Officers then began life saving measures. Subject was transported to the hopsital where he was pronounced deceased.",Austin,NA
588910,NA,1,N,Y,L,M,23,NA,NA,2,L;L,M;M,Houston Police Department,The officers were attempting to disperse a crowd when the suspect retrieved a weapon from his vehicle and confronted another person by pointing the weapon at him. The suspect refused verbal commands to drop the weapon forcing the officers to shoot him before he caused injury to the other individual.,Houston,No hits; officer off-duty
3498811,7/10/2016,1,N,N,B,U,U,Shooting,not clear,1,W,M,Denver Police Department,http://www.denverda.org/News_Release/Decision_Letters/2016-14th%20&%20Curtis.pdf,Denver,NA
2243892,NA,1,F,Y,W,F,50,Traffic; fugitive,2,4,U;U;U;U,M;M;U;M,Las Vegas Metropolitan Police Department,https://www.lvmpd.com/en-us/InternalOversightConstitutionalPolicing/Documents/Fatal%20OIS/102015ReleasePO276b.pdf,LasVegas,plain clothes: SWAT
4709225,NA,1,N,U,L,M,U,NA,1,1,B,M,Chicago Police Department,NA,Chicago,NA
1532203,NA,1,U,U,U,U,U,NA,NA,NA,NA,U,Chicago Police Department,NA,Chicago,NA
1856184,10/6/2010,1,N,Y,U,U,U,Tampering with vehicle,NA,2,NA,M;F,St. Louis Metro Police Department,NA,St. Louis,Handgun
26187,NA,1,N,U,B,U,U,NA,10,1,B,M,Chicago Police Department,NA,Chicago,Antonio Bryant; Tyshawn Reese
3725466,NA,1,N,Y,L,M,N/A,NA,NA,1,W,M,Houston Police Department,The officer saw two masked suspects armed with weapons enter a store so he pulled into the parking lot of the location and set up in a position of cover. Teh officer engaged the suspects as they existed the store in an attempt to detain them.  One of the suspects pointed his weapon at the officer causing the officer to shoot at the suspect.,Houston,Victim age unknown. NO HITS
1170253,11/12/2012,1,F,N,B,M,28,NA,NA,2,U;U,U,Los Angeles Police Department,"On December 11, 2012, around 7 p.m., LAPD Southwest Area officers responded to a domestic violence radio call in the 7100 block of Don Ricardo Drive. When the officers arrived, they were met outside of the location by a female victim. She told officers she was battered by a man described as a 28-year-old African-American male inside the location. When officers entered the house, the suspect barricaded himself in a room with two children, ages three and six. The suspect threatened to have a weapon. Officers tried to talk him out of the room but were unsuccessful. S.W.A.T. was then called out to the scene. After hours of negotiation with the suspect, officers made the decision to enter the location because they believed the children were in imminent danger. They encountered the suspect who was armed with a knife and an OIS occurred. LAFD Rescue personnel responded and pronounced the suspect dead at the scene. The children are safe and currently with their mother. The Crisis Response Team is also working with the family. No officers were injured.",LosAngeles,Knife
1799675,NA,1,F,N,L,U,U,NA,NA,1,W,M,Houston Police Department,An off duty officer on viewed a disturbance. He was trying to break up the parties involved when he heard someone say that they had a gun. The officer looked and saw a male reaching toward his waistband area so the officer shot him. A person with that individual made a threatening move so the officer discharged and shot him as well.,Houston,Officer off-duty.
2861292,5/9/2016,1,U,U,U,U,U,NA,NA,NA,NA,U,Chicago Police Department,Minor/no info,Chicago,NA
1584455,7/4/1905,1,N,NA,U,U,U,NA,NA,NA,U,U,Cleveland Police Department,NA,Cleveland,NA
2044102,NA,1,F,N,L,M,U,NA,NA,2,H;H,M;M,Los Angeles Police Department,"On May 17, 2014, around 11:45 p.m., Foothill Area Patrol officers responded to an Assault with a deadly weapon suspect there now radio call at a residence in the 11600 block of Stagg Street. Upon the officers arrival, they observed the suspect, later identified as Danny Christian Moli standing in the street throwing rocks and small boulders at civilians and police vehicles. Moli ignored the officers commands and produced two large kitchen knives, one in each hand. Moli continued being non-responsive to officers commands and began to move toward the officers. As Moli continued to advance towards the officer an officer-involved shooting occurred. Moli fell to the ground and was taken into custody. The Los Angeles Fire Department responded to the scene and pronounced Moli dead at scene. There were no injuries to the involved officers, and two knives were recovered at the scene.",LosAngeles,Knife
4228006,8/2/2013,1,N,N,W,U,U,NA,NA,1,A,M,Houston Police Department,"HPD Officer initiated a traffic stop.  The suspects fled in a vehicle which snagged on a concrete barrier.  Officers approached, but driver gunned the vehicle and drove at officers who opened fire.  No injuries occurred.  Both were arrested.",Houston,One victim armed with vehicle. NO HITS
4300616,NA,1,N,Y,B,M,31,NA,NA,1,B,M,Houston Police Department,The officer located a murder suspect walking down the street. The officer approached the suspect who then stopped and turned toward the officer while raising a weapon towards the officer causing the officer to shoot the suspect.,Houston,NA
2809292,6/2/2016,1,N,U,B,U,U,NA,NA,NA,W,M,Chicago Police Department,"Minor, so no information released. No hits.",Chicago,NA
3729946,7/7/1905,1,U,Y,B,M,29,NA,1,1,U,U,New York Police Department,NA,New York,1; FIREARM-SUBJECT WITH FIREARM
3034617,7/3/1905,1,N,Y,B,U,U,NA,4;7,2,U,U,New York Police Department,NA,New York,NO HITS; FIREARM
4831344,4/4/2013,1,N,N,U,U,U,NA,1,1,U,U,Atlanta Police Department,NA,Atlanta,1; ad
1424683,NA,1,N,Y,U,M,U,NA,NA,1,U,M,Metropolitan Police Department,NA,Washington DC,NA
448331,NA,1,N,N,U,M,U,Call For Service,NA,2,U,U,Philadelphia Police Department,"On Wednesday, October 19, 2016, at approximately 5:54 P.M., uniformed officers, in a marked police vehicle, responded to a Police Radio assignment of a domestic incident in the 6300 block of Crafton Street. Upon their arrival a male opened the front door of the property brandishing a rifle. The offender raised the rifle toward the officers, who responded by discharging their weapons, striking the offender. The offender threw his rifle on the front lawn and was subsequently apprehended without further incident. The offender was transported to Aria-Torresdale Hospital for treatment. The offender’s weapon, a pellet rifle, was recovered at the scene. There were no other injuries as a result of this incident",Philadelphia,Pellet rifle
92955,3/1/2013,1,N,NA,B,M,26,NA,NA,1,W,M,Columbus Police Department,Mr. Bell was shot one time with a shotgun.  Injuries were contained below the waist; broken Femur.,Columbus,"Shooting, non-fatal"
4752634,10/2/2010,1,N,N,U,U,U,Armed Robbery,NA,NA,NA,U,Kansas City Police Department,NA,Kansas City,replica gun
2493323,NA,1,N,U,B,M,20-29,NA,NA,1,B,M,Chicago Police Department,NA,Chicago,Firearm Discharge - No Hits
3537938,NA,1,F,Y,B,M,46,Surveillance,3,2,W;Unknown,M;M,Seattle Police Department,"On February 21, 2016, at approximately 1538 hours, officers were conducting surveillance in the area of 21st Avenue NE and NE 85th Street when they observed a vehicle arrive, which they recognized as identical to one recently posted on social media by the subject, a convicted felon kNwn to them through prior contacts. One of the officers Nticed that the subject was wearing a handgun in a holster on his right hip. It was illegal for the subject to possess a firearm because he was a convicted felon. The subject walked away from the vehicle and disappeared in to the residence that the officers were surveilling. After contacting their Sergeant to request resources and assistance to arrest the subject, both officers prepared their outer garment so they exposed ""POLICE"" and ""SEATTLE POLICE"" in bold lettering. The officers planned to wait and arrest the subject when he left the residence. The officers saw the subject leave the apartment. An unkNwn vehicle arrived and parked temporarily obstructing the officers’ view, and they lost sight of the subject. About a minute later, the officers saw aNther vehicle approach and pull next to the curb behind the subject’s vehicle. The subject opened the passenger door and stood between the passenger door and the vehicle. Both officers believed that the subject was going to move towards his own vehicle. The officers pointed their weapons at the subject and began giving loud verbal commands including “Hands up” and “Get on the ground.” As the officers moved towards the subject, they believed that the subject was reaching for and drawing the firearm from the holster on his right hip.  The officers opened fire, striking the subject. The subject was treated by medics at the scene. A loaded .45 caliber pistol was recovered from the passenger floorboard of the car that the subject had exited, and a matching holster was cut from subject's belt as he was being treated at the scene. The subject was transported to Harborview Medical Center, where he was proNunced dead.  .",Seattle,Gun
3967759,NA,1,N,U,B,U,U,NA,NA,1,H,M;M,Los Angeles Police Department,NA,LosAngeles,Hit
521607,NA,1,F,N,A,M,21,Radio Call,NA,2,U,U,San Diego Police Department,NA,SanDiego,"""Knife Machete"""
2693837,NA,1,U,U,L,M,20-29,NA,NA,3,W;W;W,M;M;M,Chicago Police Department,NA,Chicago,NA
4162948,3/1/2015,1,N,Y,B,M,14,Party,>/=1,1,B,M,Charlotte-Mecklenburg Police Department,"Patrol officers responded to a 911 call for service on N. Tryon in reference to a large teen party taking place. The caller advised that several Ms at the party were attempting to hide guns in their clothing. Once officers arrived on scene, the teens began to disperse from the location. A short time later, 911 received a call stating that shots were being fired on N. Tryon Street. Patrol officers responded to the scene in an attempt to locate the source of the shots and to disperse the crowd. Upon their arrival, officers observed an individual with a firearm in his possession. officers ordered the M to drop the weapon but he refused their commands. An officer then discharged his service weapon, striking the M.",CharlotteMecklenburg,NA
630947,8/2/2013,1,F,Y,W,M,39,Murder,52,5,W;W;W;W;W,M;M;M;M;M,Dallas Police Department,http://dallaspolice.net/reports/OIS/narrative/2013/OIS_2013_32587A.pdf,Dallas,NA
39560,2/6/2013,1,F,Y,U,M,38,Shooting,>1,2,W;W,M;M,Boston Police Department,"""Batista, armed with a loaded handgun and with ready access to another, fired on a civilian on Willowwood Street; refused repeated commands to exit the car he was in and refrain from reaching for his guns; and then drew a .38 caliber revolver. Mr. Batista then engaged the officers in a gun battle on a thickly settled residential street teeming with civilians leaving a nearby social event."" Puopolo and Rooney were in plain clothes with badges on belts.",Boston,Closed; plainclothes
3475582,NA,1,N,U,B,M,20-29,NA,NA,1,W,M,Chicago Police Department,NA,Chicago,Firearm Discharge - No Hits
4861637,NA,1,N,Y,B,M,29,Man with a gun,2,2,B;U,M;U,Chicago Police Department; Illinois State Police,NA,Chicago,NA
3340343,NA,1,N,U,B,M,20-29,NA,NA,2,W;W,M;M,Chicago Police Department,NA,Chicago,Firearm Discharge - No Hits
1862674,NA,1,F,N,L,M,59,Radio Call,NA,3,U,U,San Diego Police Department,NA,SanDiego,Replica Gun
3772252,7/12/2012,1,F,N,W,M,48,NA,NA,NA,U,U,Baltimore County Police Department,"Tactical Unit assisting execution of search warrant, suspect swung sword at officers striking and damaging a ballistic bunker. Tactical officer fired weapon as suspect was swinging the sword.",BaltimoreCounty,sword
1267983,7/6/2016,1,N,N,B,M,47,NA,NA,1,B,M,Houston Police Department,"Extra job officers on viewed several males fighting each other at a club. While attempting to break up the fight, one male reached for his waistband. Fearing for the safety of others, the officer drew his weapon. The complainant was pushed, fell into the officer's pistol, and was accidentally shot. The victim is expected to survive.",Houston,Officers off-duty.
2638403,NA,1,N,N,B,M,17,Suspect search,NA,1,NA,U,Jacksonville Police Department,"Xavier Payne was shot in the ankle while he was in a car that came under police gunfire. Police investigating an auto theft were following a Ford Crown Victoria to the airport when officers attempted to stop the car in the rental return area. According to police, the driver rammed two police vehicles and another car. Officer Edward Rogers shot the car three times as they drove off, hitting the 17-year-old Payne in the ankle, police said. A description of the car led officers to the Monaco Arms II apartment complex where Payne was taken into custody but later released because he was cooperating.",Jacksonville,NA
1686323,NA,1,N,Y,U,M,U,Robbery,4,4,NA,U,San Francisco Police Department,"On Sunday, October 27, 2013, at approximately 12:26 hours, numerous officers responded to a robbery in progress. A caller reported a victim had been shot and witnesses reported a man with a gun in the area of Chestnut & Pierce Streets. Officers from Northern Station pursued the suspect to the area of Mallorca and Capra Streets. When the suspect drew a weapon from his waistband, four officers fired at him. The suspect suffered multiple gunshot wounds and was arrested",San Francisco,NA
2690935,7/5/1905,1,N,N,B,M,19,NA,1,1,U,U,New York Police Department,NA,New York,NO HITS; IMITATION FIREARM
3572718,5/6/2011,1,N,N,B,M,U,NA,3,1,W,M,Milwaukee Police Department,starts on page 39,Milwaukee,3 shots fired; 1 hit; knife
1647784,7/7/1905,1,N,Y,B,U,U,NA,4,1,U,U,New York Police Department,NA,New York,NO HITS; FIREARM- SUBJECTS ROBBED & FIRED SHOTS AT OFF DUTY OFFICER
1440603,7/2/1905,1,F,NA,U,U,U,NA,NA,NA,U,U,Newark Police Department,NA,Newark,NA
1419789,NA,1,N,U,B,M,20-29,NA,NA,0,NA,U,Chicago Police Department,NA,Chicago,Firearm Discharge - No Hits
3296307,8/12/2012,1,N,Y,U,M,U,Call For Service,NA,2,U,U,Philadelphia Police Department,"On 12/8/12, at approximately 11:57 P.M., plainclothes officers responded to a radio call for a person with a gun in the 2200 block of W. Berks Street. The officers observed a male, who fit the description provided by Police Radio. The offender fled through an apartment complex and the officers pursued him. The offender turned and pointed a .25 caliber pistol at the officers. Two officers discharged their pistols at the offender and the offender discarded his firearm. He was apprehended without further incident. A crime scene was subsequently located in the 2000 block of Montgomery Avenue. Six .25 caliber fired cartridge casings were recovered. An unloaded .25 caliber handgun was recovered at the scene.",Philadelphia,Weird
3518430,8/12/2013,1,F,N,W,M,U,NA,NA,1,H,M,Albuquerque Police Department,NA,Albuquerque,blunt instrument
1220396,11/11/2015,1,N,NA,A,F,U,NA,NA,1,U,M,San Jose Police Department,NA,SanJose,NA
3089184,NA,1,F,U,B,M,20-29,NA,2,1,W,M,Chicago Police Department,NA,Chicago,Terrance Gilbert
1084230,9/9/2015,1,N,U,B,F,30-39,NA,NA,1,B,M,Chicago Police Department,NA,Chicago,Firearm Discharge - No Hits
2359981,NA,1,N,Y,U,M,U,Suspect,NA,2,U,U,Philadelphia Police Department,"On Thursday, March 17, 2016, at approximately 6:33 P.M., on­duty officers, in plainclothes, in an unmarked police vehicle, observed a male in the 3100 block of N 15 th Street, whom they believed was wanted as a possible suspect in a previous shooting. The officers exited their vehicle, identified themselves as police officers, and told the male to stop. The male ran through a trash strewn open lot, while drawing a firearm from his waistband. The officers pursued the offender, on foot, through the lot to a rear yard in the 3100 block of N. Carlisle Street. Once in the yard, the offender turned and pointed the firearm toward the officers. One of the officers discharged his weapon, striking the offender. The offender dropped his firearm and fell to the ground, where he was subsequently placed under arrest. The offender was transported to Temple University Hospital for treatment. The offender’s firearm, a .45 caliber semi­automatic pistol, loaded with eight live rounds, was recovered at the scene. The offender was wanted on three active warrants. There were no other injuries as a result of this incident.",Philadelphia,NA
4922035,NA,1,F,Y,L,M,47,NA,NA,4,U,U,San Diego Police Department,NA,SanDiego,Sawed-off rifle.
3497933,12/7/2016,1,N,Y,U,M,U,NA,NA,2,U,M;M,Metropolitan Police Department,NA,Washington DC,NA
2356323,NA,1,N,N,L,M,U,NA,NA,1,H,M,Albuquerque Police Department,NA,Albuquerque,knife/cutting instrument
1253356,7/7/1905,1,N,NA,U,U,U,NA,NA,NA,U,U,Newark Police Department,NA,Newark,No hits
3822982,NA,1,F,N,U,M,21,Domestic violence; hostage,Multiple,2,W;W,M;M,Seattle Police Department,"On February 26, 2013 at approximately 7:35 P.M., officers were dispatched to a possible Domestic Violence hostage call in the 10100 block of 4th Ave. N.W.  The call was described to officers as a son holding a knife to his father’s throat.  Officers arrived, approached the house, and engaged the subject in dialogue, and helped the father exit the house to safety.   Officers then attempted to take the subject into custody.  The subject fled and officers deployed a Taser twice without success.   The subject then turned and charged an officer who had fallen during the foot pursuit, and raised a metal bar over head in an apparent assault attempt.  Officers fired at the subject.  The subject was transported to Harborview Medical Center where he was later proNunced dead.",Seattle,Metal Bar
2377926,9/6/2011,1,N,N,U,U,U,NA,NA,1,B,M,Houston Police Department,The officer was in his residence when the suspects forced their way into his home.  The officer fired at and shot the suspects.,Houston,Victims both juveniles. Officers off-duty.
1603599,6/4/2016,1,N,N,W,U,U,Suicidal Subject,>/=1,1,W,M,Austin Police Department,"Subject called 911 and stated he had a gun and wanted officers to respond. Subject made several comments that he wanted to shoot police officers but did not want to harm himself or others. Subject was confronted in the roadway by SWAT officers, raised his arm while concealing an object in his hand, pointed it in the direction of the SWAT officers, and was given verbal commands to drop the item but failed to comply. A SWAT officer discharged his weapon striking the subject. Subject was taken into custody, found to be in possession of a edged weapon, and was transported to the hospital to be treated for the inflicted injury.",Austin,"Mental Health, SWAT Team, ""edged weapon"""
1459189,7/4/1905,1,U,U,U,U,U,NA,NA,NA,NA,U,Miami-Dade Police Department,NA,MiamiDade,Investigation pending. DAs' office data
4546548,8/4/2015,1,F,U,L,M,U,NA,NA,4,H;H;H;A,M;M;M;M,Los Angeles Police Department,NA,LosAngeles,Hit
2846706,7/11/2016,1,N,U,L,M,U,NA,NA,2,H;W,M;M,Los Angeles Police Department,NA,LosAngeles,Hit
1701361,7/3/1905,1,N,NA,U,U,U,NA,NA,NA,U,U,Newark Police Department,NA,Newark,NA
4133995,NA,1,N,NA,U,M,U,NA,NA,1,W,M,Columbus Police Department,NA,Columbus,No hit
2143220,11/9/2016,1,U,Y,B,M,U,Fleeing vehicle,NA,1,W,M,Kansas City Police Department,NA,Kansas City,NA
2790679,4/6/2010,1,F,NA,B,U,U,NA,NA,1,W,U,Baltimore Police Department,NA,BaltimoreCity,NA
4497225,7/4/1905,1,N,NA,U,U,U,NA,NA,NA,U,U,Cleveland Police Department,NA,Cleveland,NA
4866956,7/8/2012,1,F,Y,B,M,33,NA,NA,1,W,M,Houston Police Department,Officer responded to a call in which the suspcet had called his wife and threatened  to go to her job and kill her.  Upon arriving; the officer found the suspect and saw that he was hiding his hand behind his back. THe suspecty then made a sudden movement with his hand causing the officer to shoot the suspect.,Houston,NA
1081784,NA,1,F,Y,U,U,U,Susp. Prostitution,NA,NA,NA,U,Kansas City Police Department,NA,Kansas City,NA
4604653,NA,1,F,N,L,M,49,Warrant,not clear,1,H,M,Denver Police Department,http://www.denverda.org/News_Release/Decision_Letters/2016letterGutierrezMcKain.pdf,Denver,NA
4517323,7/5/1905,1,U,NA,U,U,U,NA,NA,NA,U,U,Detroit Police Department,NA,Detroit,NA
807792,2/10/2010,1,N,N,W,U,U,NA,NA,NA,U,U,Baltimore County Police Department,"Suspects involved in an armed robbery, fled from police and stopped. Suspect vehicle struck officer as officer approached car. Officer was knocked 5' into the air and fired weapon at suspect car.",BaltimoreCounty,NA
1779025,2/12/2014,1,F,N,B,M,U,NA,NA,1,H,M,Los Angeles Police Department,"On December 2, 2014, around 6:50 p.m., Central Area officers received a radio call of a screaming woman in the 600 block of Wall Street. When they arrived at the apartment, the officers heard a woman screaming that she was being stabbed and needed help. The officers forced entry into the apartment and observed the suspect, later identified as Isaac Ricks, stabbing a female victim multiple times. An officer involved shooting then occurred. Los Angeles Fire Department Paramedics responded to the scene and transported Ricks to a local hospital where he was pronounced dead. The female victim was also transported to a local hospital and at the time of this incident she was in critical, but stable condition. No officers were injured during this incident and a bloody knife was recovered at scene.",LosAngeles,Knife
1254330,NA,1,N,NA,U,U,U,NA,NA,2,W;W,M;M,Columbus Police Department,NA,Columbus,Accidental Discharge
1780517,4/3/2013,1,F,Y,L,M,32,NA,NA,2,U,U,Portland Police Bureau,"On Monday March 4, 2013, at approximately 10:45 p.m., two Portland Police officers, Officer Brad Kula, a 10-year-veteran, and Officer Michele Boer, a 4-year-veteran, who were assigned to North Precinct encountered an armed man in a parking garage located at Northeast 7th Avenue and Lloyd Boulevard.The two officers in separate cars had driven up onto the top level of a parking garage located at Northeast 7th Avenue and Lloyd Boulevard. Unexpectedly, the officers were immediately confronted by a man associated with a vehicle. The man was armed with a shotgun and fired multiple shots. Both officers returned fire, striking the suspect and knocking him to the ground.Cover officers and a sergeant arrived and immediately developed a plan to safely approach the suspect and provide him with medical attention. Officers grabbed a shield to approach the suspect, who was lying on the ground, still moving, next to his shotgun. Officers approached the suspect and placed him into custody. Medical personnel immediately responded and transported the suspect to a Portland hospital where he later died. The suspect was identified as 32-year-old Santiago A. Cisneros, III.",Portland,https://www.portlandoregon.gov/police/article/537811
2982,4/6/2010,1,N,Y,B,M,U,NA,NA,1,B,M,Los Angeles Police Department,"On June 4, 2010, at about 5:48 p.m., an off-duty South Traffic Division police officer was cleaning his car in the 1800 block of west 78th Street in 77th Area. A white van which had at least two occupants approached the officer. The driver exited the van, armed with a hand gun, walked up to the officer and asked for his gang affiliation.The officer was able to arm himself and an exchange of gunfire ensued. It appeared that the suspect was struck. The suspect re-entered the van and drove away out of view. The officer was not injured.Several police units responded and area hospitals were notified of a possible injured suspect. A wounded person was reported to have been dropped off at a hospital in the city of Inglewood. Inglewood and LAPD personnel responded to the hospital.",LosAngeles,NA
804435,NA,1,N,N,W,M,37,NA,NA,1,W,M,Houston Police Department,"While two officers ran after a suspect fleeing on foot, the suspect managed to enter their police vehicle and try to run over one of the officers.  The officer in fear of his life shot multiple times at the suspect. The suspect crashed, was taken into custody, and neither the suspect nor officers were injured by a gunshot.",Houston,No hits. Victim armed with vehicle.
2822655,NA,1,F,N,W,M,27,Traffic stop,NA,1,W,M,Fort Worth Police Department,NA,Fort Worth,Knife
4031097,9/10/2011,1,F,U,L,M,U,NA,NA,2,H;H,M;M,Los Angeles Police Department,NA,LosAngeles,Hit
4362470,NA,1,N,N,U,M,U,Suspicious person,NA,2,U,U,Philadelphia Police Department,"On 1/17/13, at approximately 3:46 P.M., two officers observed a group of males loitering on the corner of Haverford Avenue and Drexel Road. Due to an increase in robberies and narcotic violations in the area, the officers attempted to perform pedestrian investigations on the group of males. As the officers exited the patrol vehicle, one male fled on foot and ran to the rear driveway behind the 7500 block of Malvern Avenue with one officer in foot pursuit. The offender pulled an object from his waistband. The officer discharged his weapon missing the offender. The offender was subsequently placed under arrest. No weapon was recovered.",Philadelphia,No hits
